feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,target
-0.2609,28.3339,-0.5527,-0.4682,-0.1944,-0.5526,-0.6235,11022,164.7735,1780,1.1379,0.2756,0.2222,-0.7698,67.4808,60
-1.2115,35.8583,-0.0375,0.0918,-1.0193,-0.0374,-1.9804,18513,188.6337,1520,-0.8555,-0.0361,0.1667,-1.8739,74.5113,105
1.9352,-14.7503,0.2711,-0.8457,-0.0981,0.2712,-0.4948,16368,184.7987,273,0.5667,0.3887,0.0326,-0.4468,93.2361,10
2.1569,31.7192,-1.4716,-1.7701,-0.5546,-1.4715,0.4481,16269,185.6937,2725,-1.7797,-0.0231,0.2273,-0.0529,4.0693,158
0.5809,-4.6746,-0.4756,1.88,-0.0673,-0.4755,1.5591,15908,197.1054,588,0.2428,-1.6017,0.0824,-1.6148,99.7557,22
-0.6102,43.7685,-1.0273,-1.7129,-0.4392,-1.0272,1.2354,14094,174.8173,1520,0.1155,0.3339,0.1667,-0.7414,33.4151,96
-1.7173,12.6569,-0.5677,0.408,-1.9856,-0.5676,1.1131,8949,158.2509,990,-0.5307,0.4578,0.1,-1.8964,42.6577,59
-1.2577,10.8619,-1.0318,0.0534,-0.4829,-1.0317,-2.6511,12390,177.5201,2277,0.6759,0.7014,0.23,-0.8626,33.4151,131
0.8943,35.5785,0.5373,1.3162,0.3809,0.5374,-0.4622,15006,183.3753,1116,-0.2562,0.1468,0.1277,0.9349,59.776,55
1.3624,19.0351,0.3671,-2.1599,0.5714,0.3672,-0.166,10752,167.7233,1938,0.7058,0.8514,0.1845,0.7504,51.474,112
0.09,34.3684,1.3442,0.59,0.5169,1.3443,1.1631,12561,158.7869,980,-0.2413,1.4183,0.101,-1.2776,67.4808,61
0.0103,-4.2667,-2.18,-1.3777,-0.5475,-2.1799,0.4023,9882,162.7089,2100,1.1693,-1.2374,0.2079,-1.0915,33.4151,125
1.8039,14.0736,-0.5554,-0.1454,-0.5792,-0.5553,0.54,10143,157.2341,1500,-0.2195,-0.3851,0.1485,1.2118,59.776,70
0.2178,6.2788,-0.7087,1.55,0.6855,-0.7086,-0.1754,14160,179.3094,1152,-0.1691,-0.8572,0.1237,-1.3173,74.5113,43
-1.6429,-20.3693,1.1995,-0.7081,-0.8946,1.1996,-1.3705,19208,196.944,756,0.6938,-0.3106,0.1059,-0.803,90.8927,31
1.1357,18.3467,-1.1234,0.7895,0.2112,-1.1233,0.3915,15895,187.233,2968,0.0739,-1.1182,0.2617,1.0858,14.0241,156
0.1889,27.7891,2.3827,0.8232,0.8375,2.3828,1.2884,12354,172.948,1504,0.799,-0.9378,0.1684,-0.848,80.7973,80
-1.5269,25.8562,1.8428,-0.232,-1.5544,1.8429,0.0982,11424,167.5026,1170,-0.7977,-2.1362,0.1429,-0.263,80.7973,65
0.9178,-0.8522,1.179,1.4439,-0.2345,1.1791,0.3212,8949,155.3502,637,-0.1261,0.977,0.0761,1.1226,97.3645,35
2.0697,-2.3109,2.2941,1.6447,0.2846,2.2942,0.0406,11256,166.7819,332,-0.0174,-0.2315,0.0476,0.2058,84.1951,14
-2.123,20.9636,-1.159,-1.2307,-0.0069,-1.1589,0.4156,13260,169.0404,1960,2.1583,0.6065,0.202,1.0275,42.6577,100
-0.5992,5.2821,-0.4132,0.1145,-0.6089,-0.4131,-0.1287,17577,191.0987,540,-1.0702,-0.7747,0.0659,0.8243,99.7557,27
0.862,6.9513,0.4012,-0.4309,-1.1619,0.4013,2.4634,14320,182.0779,415,-0.9421,-0.7872,0.0595,-0.4182,98.56,22
0.2005,38.3086,-0.4415,-0.7009,-0.4466,-0.4414,1.1014,9920,161.5986,1836,-0.5021,1.378,0.1748,0.3575,42.6577,107
1.011,23.0451,-1.3347,-0.9541,0.622,-1.3346,0.1889,10416,166.0999,174,-1.7033,-1.31,0.0227,0.4994,39.0236,10
-0.8637,8.5784,-0.9849,0.1915,0.4924,-0.9848,-1.624,9016,161.739,828,0.3887,-1.5566,0.0968,0.799,86.2761,47
-0.2438,12.0293,-2.4334,-0.7724,0.7765,-2.4333,1.3652,10920,168.1374,498,1.1382,1.2263,0.0714,-0.2437,99.7557,27
0.1794,-10.2343,-1.4856,1.274,0.9205,-1.4855,-0.4772,12506,166.2486,957,0.1776,0.106,0.125,1.3677,80.7973,44
-0.8583,4.1952,0.6542,0.5246,0.2457,0.6543,0.2829,13090,166.1885,445,0.3131,-0.1538,0.0556,-0.1608,99.7557,22
0.9011,40.6579,-1.6928,0.0819,0.2502,-1.6927,0.1313,7956,152.3897,1746,1.8663,-0.903,0.1837,0.7366,14.0241,109
-1.7098,-7.6793,0.8798,-0.178,-0.937,0.8799,1.287,11900,171.7426,510,-0.7606,0.6117,0.0698,-1.8775,99.7557,25
-0.0156,22.8145,1.1936,0.32,1.3179,1.1937,0.1184,7752,149.4456,910,0.6316,-1.0785,0.1087,-0.2356,86.2761,49
0.5031,31.4179,-1.4761,-0.5355,0.3237,-1.476,0.5936,16928,187.0914,637,-1.8428,0.6914,0.0761,-0.0437,90.8927,32
1.351,24.29,-0.2426,-1.055,-0.9554,-0.2425,2.0906,9177,161.08,1649,1.3599,-1.8359,0.1735,0.7179,51.474,98
0.7605,-16.9229,0.5138,-1.4577,-0.1212,0.5139,-0.1038,16653,181.0568,1632,0.375,0.7533,0.1553,-0.3275,42.6577,103
1.303,-6.7742,0.2282,-1.0889,-0.7149,0.2283,-0.5158,9558,159.9931,1479,-0.3834,-0.2569,0.1932,-0.6963,33.4151,77
-0.298,43.3617,-0.9081,1.1848,1.0731,-0.908,-0.8948,9610,154.5279,2912,0.0362,-0.6024,0.2301,-0.7216,-5.9261,179
1.0734,20.6211,-2.6607,0.0365,-0.5337,-2.6606,0.0475,16720,191.2211,1183,-0.4775,-0.3351,0.1413,-1.3028,80.7973,57
-0.6408,5.4442,-0.9784,-0.6708,-1.0383,-0.9783,1.0941,12528,174.7613,940,1.4525,0.8504,0.1053,0.1234,86.2761,43
-0.2631,30.5319,1.052,-0.0393,-1.3059,1.0521,0.6528,12702,173.3006,2496,-2.0206,0.709,0.2286,-2.0847,14.0241,151
1.0177,21.1982,1.8802,-0.4985,0.6803,1.8803,1.8812,13616,181.8133,1674,0.4552,1.5907,0.1915,0.4785,42.6577,85
0.5207,3.9556,1.3585,-0.8653,-0.7828,1.3586,1.7543,15189,179.9222,2060,1.6425,0.247,0.1923,0.242,23.8387,109
-0.2606,6.3219,-0.7639,-0.8118,-0.2852,-0.7638,-1.4031,9900,164.2673,2754,1.3501,0.44,0.2621,2.7102,23.8387,157
-0.91,4.143,0.4084,-0.4559,-0.188,0.4085,0.3412,10395,165.4982,609,-0.5028,0.8623,0.0795,-0.8391,97.3645,29
0.3686,21.9642,2.2429,-0.1692,0.4562,2.243,1.1869,7599,150.2403,2300,-0.209,1.3609,0.2277,0.0343,4.0693,133
2.3969,32.9028,1.2385,0.0608,1.6049,1.2386,-0.7808,9760,161.2737,2652,0.1794,-0.5603,0.2524,-0.6179,14.0241,147
1.1316,1.1205,0.1996,-0.0629,0.6669,0.1997,0.2947,10168,163.2387,1380,0.1026,-1.3299,0.1613,-0.7305,93.2361,77
-0.4143,10.3798,1.3178,-1.1199,1.2857,1.3179,0.7487,9891,159.2117,2688,1.2094,0.0846,0.2124,0.7417,-15.8623,149
-0.1175,-8.6274,-0.4987,-0.1828,-2.1493,-0.4986,-0.0776,18818,193.2206,172,-0.3091,-1.3622,0.023,-1.6806,48.0205,6
-1.0447,0.4282,1.0318,0.4478,-0.9424,1.0319,-0.4061,11323,169.4438,2037,-1.8134,0.34,0.2143,2.5895,14.0241,115
-1.4956,7.5065,-1.6438,0.0608,-0.0312,-1.6437,-0.3988,17381,189.4106,792,-0.1657,-0.4451,0.1011,-0.4119,90.8927,23
-1.1132,20.8418,1.1254,0.256,-0.4378,1.1255,0.5226,13494,173.6105,1584,0.469,-0.1007,0.16,0.5,42.6577,76
-2.1947,20.0463,2.1072,-0.6625,1.6682,2.1073,0.1521,12496,174.207,348,0.0276,1.1052,0.0455,1.0825,89.161,15
-0.4488,27.0549,0.0578,-0.2718,-1.1121,0.0579,-0.5166,17484,187.5718,1118,0.3444,1.4033,0.1494,0.7118,51.474,40
-1.0441,10.0052,1.335,0.0178,0.913,1.3351,-1.511,16920,189.0846,2700,1.1183,-0.8952,0.2294,-2.13,33.4151,174
-1.5716,-4.2423,0.2355,-0.7437,-1.0219,0.2356,0.9656,16456,185.6589,616,-0.7837,0.2366,0.0787,-0.4195,99.9547,28
-0.0468,3.558,-1.1362,-1.3454,-0.8344,-1.1361,1.3046,9600,159.026,1552,0.6389,0.4324,0.1633,-0.0269,59.776,80
-0.9096,16.213,0.891,1.4961,0.5538,0.8911,-2.5356,15652,183.8321,2162,-1.5529,-1.4196,0.2421,-1.0643,4.0693,101
-0.3526,43.3572,-0.5208,-0.5207,-0.1887,-0.5207,-1.477,14220,178.586,3330,0.5114,0.1554,0.2679,-0.146,-15.8623,223
0.9374,20.3858,-1.6894,0.3406,1.8333,-1.6893,0.9823,16095,185.6611,2254,1.1697,2.0095,0.2323,0.5945,33.4151,104
-0.4127,-3.9502,-0.9668,0.1061,0.921,-0.9667,0.7101,20696,200.1767,846,0.1808,0.7457,0.0947,-0.3347,90.8927,42
1.2246,-8.9886,-0.1597,1.0649,0.2385,-0.1596,-1.5426,9617,161.2587,237,0.0174,-1.6736,0.0375,-0.0185,56.5375,10
-0.7606,6.3764,-0.9259,-0.105,-0.5044,-0.9258,0.6642,11690,163.1557,2016,-1.5368,0.1073,0.2165,-0.3815,51.474,113
0.5768,46.5815,-0.1324,1.3875,-0.7589,-0.1323,-1.1128,20196,198.5561,1274,2.5627,1.5423,0.1522,-1.5286,67.4808,84
-0.8041,10.6791,0.0416,0.0873,0.2853,0.0417,-1.5519,17949,194.092,1980,-2.1642,-0.6808,0.2,-0.1548,33.4151,93
-0.773,11.1643,-0.4176,0.7824,-1.1287,-0.4175,-0.9842,11418,172.7253,154,1.0452,-1.7575,0.0256,0.3185,84.1951,6
-0.6047,-20.6422,-0.2512,0.3338,0.0823,-0.2511,-0.3618,10920,167.8516,924,0.5115,1.1237,0.1294,-0.2733,74.5113,45
1.7094,12.9455,-0.0254,0.2117,-0.633,-0.0253,-2.1076,17112,185.8862,2178,-0.021,-0.7468,0.22,0.5178,-5.9261,134
1.4661,-9.1012,0.2441,0.2064,1.2524,0.2442,0.0603,14952,178.9596,332,-0.9703,-1.1288,0.0476,-0.3473,84.1951,14
-1.5235,19.3135,-0.123,0.9231,-0.8452,-0.1229,0.0438,16643,184.9593,1504,-1.3307,-0.5531,0.1684,1.1657,33.4151,86
0.1708,28.3185,1.1677,0.1676,-1.5147,1.1678,0.0145,11022,166.2776,2461,-0.0724,0.3041,0.213,-0.46,14.0241,162
-0.6358,8.6038,0.4066,0.4797,0.215,0.4067,0.6334,8960,159.4648,430,-2.2371,1.2542,0.0575,0.5337,99.7557,22
-2.0409,18.6101,-0.6431,-0.9805,0.3496,-0.643,0.4291,9338,163.6071,1672,-0.4914,0.7482,0.2135,0.2426,51.474,86
1.2477,24.0024,-0.1593,0.9674,1.4459,-0.1592,-0.2993,12702,174.6624,2472,0.6764,0.5022,0.2308,1.9088,4.0693,138
-1.5772,13.4229,-0.091,-1.0202,1.0662,-0.0909,-1.0553,18236,196.6614,2650,1.2623,0.9412,0.2336,-0.0126,23.8387,159
-0.3354,45.1279,0.7002,-0.8445,-1.0345,0.7003,-0.7408,12212,172.3727,840,0.4395,0.6823,0.1176,1.0406,74.5113,41
-0.6059,22.6346,0.9669,-1.7327,0.7741,0.967,-1.3449,10647,171.0997,1824,-0.9284,1.3176,0.1959,-1.7817,33.4151,92
-1.1529,56.9995,0.144,0.8119,-2.492,0.1441,-0.6515,17370,192.2986,3190,2.7847,0.9409,0.2613,0.2654,-15.8623,217
-0.8714,-17.3944,-0.7478,-0.2352,-0.3192,-0.7477,2.6779,14299,180.3153,460,0.3672,0.2147,0.0538,0.0192,89.161,18
0.53,24.9561,-0.5669,0.8208,-1.029,-0.5668,1.3323,8100,152.4604,1140,0.1239,1.3352,0.125,-0.1718,90.8927,67
-0.5283,-7.1729,-0.1083,0.6294,0.8243,-0.1082,-1.2092,12950,170.5347,340,1.0823,1.2297,0.0465,0.4001,93.2361,10
-0.1842,25.7242,-0.7558,0.7372,-0.2211,-0.7557,-1.1836,14499,179.1152,1805,-0.0665,0.07,0.1979,-0.6993,23.8387,104
0.228,37.7361,-0.1609,1.5621,-1.7517,-0.1608,0.5322,12702,172.7254,2565,-0.0246,0.3957,0.2812,-0.252,23.8387,105
0.1646,13.9751,-1.3803,-0.037,0.1479,-1.3802,-0.3175,10660,161.5885,1188,0.8598,0.3916,0.12,1.8653,42.6577,66
0.6416,45.1905,-1.1235,-0.4172,-0.1942,-1.1234,0.447,18816,194.1807,890,1.4684,1.5812,0.1111,-0.1345,86.2761,46
-0.7839,37.8455,-0.9677,-0.0085,0.5811,-0.9676,0.2791,18620,201.494,2415,0.0677,-1.143,0.217,0.6331,-5.9261,131
0.5708,26.9924,0.4275,-0.6558,-0.9235,0.4276,-0.2097,8892,156.7523,2592,1.5153,0.8451,0.2202,-2.0387,14.0241,168
0.0365,9.0627,0.0636,0.5097,-1.2053,0.0637,-0.3174,14661,179.6761,1552,1.1058,-1.2383,0.1633,1.0493,51.474,73
0.8966,-0.6967,1.2601,0.3127,0.1774,1.2602,1.4804,7097,152.1843,1919,-0.956,1.0368,0.1863,-0.6367,23.8387,108
-0.9934,9.4612,0.5176,-0.1161,0.3294,0.5177,-0.9891,9577,153.2852,2688,-2.65,-0.1415,0.2124,1.7089,14.0241,174
0.9493,18.4205,-0.4765,1.7898,-0.838,-0.4764,-2.1621,15928,182.3267,810,-1.8644,0.7555,0.0989,0.7433,90.8927,33
-1.0533,0.0037,0.1565,0.7006,-0.3891,0.1566,1.2917,10143,161.9727,1881,-0.7669,0.5852,0.19,-0.4158,33.4151,106
0.2228,52.4606,1.2144,1.5924,0.7268,1.2145,-1.0436,10370,172.8618,2825,-2.391,0.6114,0.2193,0.3554,23.8387,171
-1.6789,38.6531,-0.589,-0.892,0.1784,-0.5889,-0.6745,8046,150.0563,609,-0.8861,1.0038,0.0795,-1.7794,86.2761,32
-1.4525,15.3195,0.8467,-0.1813,-0.6183,0.8468,0.2098,14678,177.9337,890,0.4486,-0.1255,0.1111,0.9951,80.7973,49
-0.7738,3.8642,-2.5528,-0.3421,0.4688,-2.5527,0.7726,9780,161.187,480,0.6804,-0.0983,0.0741,0.9868,94.6013,25
0.3335,28.7721,-0.6458,-1.166,-0.3263,-0.6457,-0.5866,13351,169.4319,2121,-0.6164,2.026,0.2059,-0.9366,-15.8623,101
-0.4948,-0.0393,0.701,0.2296,0.466,0.7011,-0.0391,16456,185.9976,2550,-0.4765,2.9964,0.2427,0.5807,4.0693,144
-0.8353,0.106,0.7643,-1.043,-0.7235,0.7644,-0.7902,15288,183.5513,2205,0.0747,0.032,0.1981,-0.5458,33.4151,123
0.6609,5.9886,2.8627,0.0074,1.5748,2.8628,-0.3045,13125,173.8099,1900,-0.9715,0.5248,0.1881,1.6312,33.4151,107
-1.4908,8.7287,0.0553,-1.4602,-1.9058,0.0554,1.1779,19107,196.3201,1170,-0.7373,0.4459,0.1429,-0.2503,74.5113,60
-0.9841,7.5325,1.4496,0.0619,0.2088,1.4497,0.3978,10988,163.3666,2040,1.3339,-0.2634,0.1942,-0.8178,23.8387,113
-1.7579,0.4848,-0.3745,-0.467,0.3967,-0.3744,0.0111,9821,160.2833,1751,-0.6717,-0.1059,0.1635,0.328,67.4808,104
0.62,-6.4468,-0.1828,-0.2094,-0.0284,-0.1827,1.2264,10004,162.5049,1001,-0.4451,-0.5129,0.1196,0.0759,86.2761,51
0.8747,5.6492,-2.0201,0.8323,-0.3017,-2.02,-0.406,16643,188.363,801,0.0678,1.481,0.1,0.1808,86.2761,32
1.4712,35.7288,-0.3487,1.0221,-0.662,-0.3486,-0.2714,13246,180.7158,3108,1.2005,0.319,0.25,-1.4299,14.0241,185
0.8281,-5.1352,-0.7329,-1.7656,-0.8223,-0.7328,0.6728,15521,187.0025,1920,-0.311,1.7651,0.2062,0.0774,-5.9261,133
-1.0402,37.9784,-0.9504,-0.1976,0.5759,-0.9503,0.4766,11189,166.7909,2964,0.7502,-0.1035,0.2261,-0.1747,14.0241,176
3.4771,46.6802,-0.1201,0.5391,1.7488,-0.12,-1.5852,8848,159.6986,352,1.8048,-1.0535,0.0449,-1.3444,96.3795,15
2.5577,-28.455,-0.888,-1.6463,-0.4015,-0.8879,2.0696,8960,160.2782,900,-0.8096,1.2108,0.1099,0.3309,86.2761,42
0.8364,25.5809,0.3485,-0.1886,-1.47,0.3486,0.2453,18915,199.1646,930,-0.2034,-0.6505,0.1064,0.5622,86.2761,49
0.2699,-17.9246,1.5107,0.7727,-0.0271,1.5108,1.0059,10985,167.3461,160,-1.4558,-1.4931,0.0247,-0.4111,48.0205,7
0.1589,30.298,1.888,0.4595,1.1617,1.8881,0.171,10187,170.056,672,0.3503,1.8907,0.0941,-2.5948,97.3645,34
0.0887,31.4967,0.2137,0.9803,1.6329,0.2138,1.8296,10920,168.5351,2996,-0.1332,-0.7876,0.2593,1.0609,-5.9261,177
1.4314,10.672,0.9636,0.4601,-1.1546,0.9637,1.1813,12876,172.229,1152,-1.1181,0.1086,0.1237,0.2394,86.2761,60
1.4252,42.3243,0.157,-0.8971,-3.1304,0.1571,-0.7444,18042,189.0345,1584,2.2704,0.3486,0.16,0.9437,67.4808,91
-0.5232,9.3119,1.1289,-0.7065,2.393,1.129,0.9988,9164,157.5162,910,-0.6336,0.3537,0.1087,0.4826,80.7973,46
0.7621,10.4383,0.1113,0.2364,0.4112,0.1114,0.7351,15738,185.693,324,0.8059,0.7255,0.0488,0.1548,98.56,10
1.1717,2.4577,0.8143,0.023,0.3225,0.8144,0.649,13706,177.2975,783,0.5112,-0.4739,0.1023,1.6502,94.6013,25
0.8709,9.2192,0.3838,-0.1454,-0.6457,0.3839,-0.0205,9396,158.7616,2247,-1.06,-0.6783,0.1944,0.9708,14.0241,128
1.3582,19.3438,-0.0509,1.0114,-0.13,-0.0508,-0.2855,13098,178.0418,1440,0.1539,0.6846,0.1546,-1.6507,67.4808,83
0.4728,6.2035,-0.8469,0.1943,-0.3831,-0.8468,0.5786,10692,166.2262,1649,-1.0986,1.3671,0.1735,1.3601,51.474,89
0.7037,-7.3329,0.8327,0.2471,-0.3817,0.8328,-1.6227,10816,169.5716,360,0.211,-0.4832,0.044,-0.2285,89.161,17
-0.2779,1.8962,-0.5537,-1.5786,-1.2912,-0.5536,0.8561,11189,166.5626,2574,-0.931,0.1849,0.26,-0.0074,-5.9261,135
-1.4202,-1.0632,1.2234,-0.9394,-0.2902,1.2235,-0.2638,9381,158.4312,850,-0.8125,0.8411,0.1163,0.1427,80.7973,47
0.1121,-4.4164,0.4955,-0.1218,-0.6397,0.4956,0.2751,14924,179.6105,166,-0.584,-0.1027,0.0238,-1.6666,39.0236,6
0.9629,26.7797,-0.6726,-0.8681,1.2997,-0.6725,0.309,9420,157.7137,3080,1.1924,0.7947,0.2523,0.4054,-5.9261,182
-0.3889,31.6569,-0.5531,-1.3117,0.5365,-0.553,-0.3399,15876,186.9601,1746,0.4139,-0.5997,0.1837,0.5952,23.8387,93
0.0897,20.6132,-0.4862,1.1824,-0.199,-0.4861,0.7538,12825,168.8033,435,-0.5639,0.2722,0.0568,1.1102,99.9547,21
0.5851,29.2963,-0.2208,-0.2893,0.938,-0.2207,0.885,10465,161.1195,1248,-0.2416,-1.0204,0.134,-1.1509,51.474,67
0.0036,31.4347,-0.8537,0.8743,0.2063,-0.8536,-1.0643,10080,163.0508,2100,-0.7974,-0.1705,0.1887,-0.6824,51.474,125
1.4249,26.9866,-0.7653,-0.457,0.232,-0.7652,1.6726,15106,184.9963,255,1.1948,-0.6771,0.0349,0.4727,89.161,13
-0.5874,40.769,0.9041,-1.3182,-0.8738,0.9042,0.5018,9882,162.0376,2862,-1.0634,-1.1876,0.2523,0.1188,14.0241,169
1.8374,9.8408,-0.7763,1.2524,0.0373,-0.7762,1.15,8932,153.2882,574,-0.9031,-0.7216,0.0843,-1.81,99.9547,29
-0.4971,28.1004,1.8648,0.1784,-0.5753,1.8649,0.2168,18909,191.7066,2496,0.2181,0.3405,0.2286,0.0904,14.0241,167
1.0492,-17.7939,-0.0844,-1.3691,1.7524,-0.0843,-0.3321,16192,185.5224,1344,-1.7363,-0.8757,0.1443,-1.2839,59.776,62
1.1674,-21.1366,-0.3814,-0.7268,0.0338,-0.3813,-0.8966,17205,188.4931,1170,-1.7004,0.8591,0.1429,1.0366,67.4808,60
-0.8581,-16.7829,1.2916,1.308,-0.1759,1.2917,0.3178,9672,152.4953,400,0.8192,0.4086,0.0617,0.2207,99.7557,20
-0.0553,-27.6203,2.6665,1.1023,-0.5634,2.6666,-1.7671,10816,169.2656,166,1.1826,-0.6373,0.0238,-0.1049,29.6369,7
0.0573,39.6764,-1.8969,-0.6335,-0.5255,-1.8968,0.3862,12672,175.2336,680,0.8861,0.2224,0.093,2.0121,90.8927,38
1.2719,23.8295,-0.5448,-0.2463,0.0364,-0.5447,-1.5683,14240,175.5421,2808,-0.9177,-0.8823,0.2571,0.2584,4.0693,144
-0.7831,16.6019,1.3625,-0.1967,-1.7106,1.3626,-0.1291,16356,191.6323,356,-0.6302,-0.033,0.0444,0.5257,93.2361,16
0.0695,-7.8731,1.0132,-1.3026,-0.296,1.0133,-0.0607,12876,173.2389,1692,0.403,-0.1927,0.1895,1.265,51.474,67
1.7825,20.821,-0.5549,0.1082,-0.0751,-0.5548,0.9718,17955,188.4341,1012,0.826,-0.6079,0.1183,0.5454,80.7973,65
0.7426,36.3208,-0.3377,-0.313,0.9424,-0.3376,-0.6095,8112,150.1353,2996,0.7096,0.2224,0.2593,0.9627,-15.8623,188
-0.2551,20.166,0.7474,0.1525,1.5279,0.7475,0.8724,17204,184.3561,1410,-1.7913,-0.3898,0.1579,-0.8593,14.0241,59
1.5742,5.4034,2.0311,-0.8144,1.0578,2.0312,-0.8394,11628,168.6151,1089,0.687,0.8182,0.11,-1.0256,67.4808,66
1.3183,23.4395,1.8464,1.7522,-0.529,1.8465,0.9086,11152,160.3393,1919,-0.303,-0.1283,0.1863,0.9204,14.0241,121
-1.3374,14.876,-0.1401,0.4435,-1.1261,-0.14,0.3315,15215,180.3357,1222,-1.164,0.5271,0.1368,-0.4678,51.474,72
-0.7656,26.5612,0.481,0.773,1.8199,0.4811,0.3974,17204,188.2715,1170,-0.8752,0.6312,0.1429,-0.3918,23.8387,54
0.3733,3.366,0.5645,0.2303,-1.1711,0.5646,1.4017,17763,190.4965,2522,0.7975,0.2434,0.2653,-0.5452,-5.9261,179
-0.0781,5.5701,-0.1417,-0.2868,-0.0681,-0.1416,0.5379,15252,186.0502,1261,-0.0096,-0.7644,0.1327,-0.8589,74.5113,55
2.2007,38.1989,-1.7886,0.3861,-0.5812,-1.7885,0.7609,10206,162.1024,2673,0.2182,1.7441,0.27,-1.0691,4.0693,147
-0.2632,3.3084,0.4061,-0.069,-0.4542,0.4062,0.7511,19992,196.4014,658,0.242,-1.0571,0.0737,0.0731,99.155,42
0.5591,18.6977,-0.3,-1.6739,-0.1439,-0.2999,0.5861,17388,191.3789,2058,-0.933,-1.4545,0.2121,-0.8689,4.0693,126
1.2883,12.2972,1.8304,1.1726,1.3262,1.8305,0.2044,15540,184.232,828,1.0806,-0.5493,0.0968,1.3979,80.7973,44
1.0221,-22.3176,1.3948,0.9885,0.4066,1.3949,-0.3662,15725,186.6537,1330,-1.2591,0.6094,0.1458,-1.0272,59.776,60
0.6465,45.2692,-1.1177,-0.6429,0.5325,-1.1176,0.7344,11764,170.3248,1953,-0.9147,-0.0846,0.2234,-1.1175,4.0693,97
1.9418,31.4964,-0.1518,0.1061,0.7634,-0.1517,-0.352,10230,162.2175,1854,-1.3179,0.1904,0.1731,-1.4022,67.4808,103
-0.2314,-10.8771,1.9166,1.7053,1.7857,1.9167,1.5384,15996,183.2962,720,1.1466,-0.1997,0.0879,0.6664,97.3645,38
-0.2224,17.9314,-0.1673,-0.1439,-0.3112,-0.1672,0.604,19584,191.3542,328,-0.0071,0.2857,0.0482,0.8548,93.2361,18
1.0026,-13.6946,0.8172,-0.4715,-0.3268,0.8173,0.2911,18624,193.6674,1133,0.3042,-2.5843,0.1058,-0.9864,90.8927,66
1.2335,22.442,-1.1472,-0.3112,0.6081,-1.1471,0.0323,10126,163.7737,1012,0.0504,-0.5782,0.1183,-0.5554,94.6013,51
0.1699,2.4927,-0.7822,-0.3011,0.5701,-0.7821,1.2924,11220,170.5088,616,0.4294,-0.261,0.0787,0.0766,98.56,31
0.9859,20.6584,0.5265,-0.1723,-0.4293,0.5266,-1.7834,14060,184.2025,2140,-0.0086,-0.6405,0.1852,-0.296,23.8387,118
0.2997,48.2231,1.1351,0.6478,0.6221,1.1352,1.0966,9540,158.3423,3393,0.6004,0.0167,0.2458,0.0745,33.4151,242
-1.2374,25.7636,-0.1071,-1.4421,-0.475,-0.107,0.597,17290,191.5638,2205,0.0207,-1.5673,0.1981,0.2086,33.4151,117
1.3875,27.664,-0.1679,1.5358,0.9859,-0.1678,-1.1694,14678,180.0525,2756,-0.6462,-0.1515,0.243,0.2279,42.6577,185
0.09,29.1272,0.0899,1.1426,-1.5246,0.09,1.1085,10988,162.4388,736,0.0846,1.2643,0.086,0.2948,80.7973,40
0.8716,27.3536,0.43,1.1001,-0.3928,0.4301,-0.0862,14430,187.9021,1938,-0.96,0.3237,0.1845,-1.3519,23.8387,99
0.4919,19.9676,0.0464,-2.2309,-1.2185,0.0465,-0.0607,16740,189.4122,2889,-0.8704,-0.2918,0.25,1.0203,4.0693,182
-1.034,-8.5734,-0.0194,-0.5487,1.0701,-0.0193,-0.495,15066,185.4979,420,-0.4904,0.6902,0.0588,-1.0125,98.56,15
0.9573,45.9254,-0.3431,0.0048,0.0237,-0.343,0.3565,16836,181.1514,2520,0.3316,-1.3149,0.2264,1.026,14.0241,192
-1.7578,16.1022,-1.6039,0.4205,0.1406,-1.6038,-0.1021,17017,188.125,3277,-1.6679,1.0815,0.2544,-0.718,23.8387,231
0.269,6.4143,-0.5885,-1.1322,0.9069,-0.5884,0.4034,10824,161.4749,1260,1.622,-0.8671,0.1765,-1.03,59.776,67
0.1163,3.3581,0.7598,1.9108,-2.2617,0.7599,0.5035,11454,166.107,450,-0.0902,1.4386,0.0549,0.6001,99.155,23
-0.3562,-16.7214,1.2814,1.8065,0.2355,1.2815,0.484,9982,162.2491,74,-1.1969,-0.1847,0.0133,0.5754,-19.7799,3
0.1437,35.1038,-0.7985,0.0358,1.846,-0.7984,-0.3049,9211,150.7148,581,-0.8957,0.8459,0.0833,2.0784,86.2761,30
-0.8615,-26.2871,-1.1954,-1.3799,2.3595,-1.1953,-0.265,10985,170.3619,166,-1.1514,0.1264,0.0238,2.4475,56.5375,9
-0.9413,22.0695,0.9953,-0.2508,1.5673,0.9954,0.0897,10985,169.1619,1872,0.1506,0.1822,0.1714,-0.8147,33.4151,114
1.0506,20.8474,1.7799,-0.4576,-0.9799,1.78,0.3063,17484,186.2485,979,-0.3655,-0.559,0.1222,0.0516,90.8927,42
-0.052,-3.4785,1.3602,-2.0591,1.1917,1.3603,-0.0775,14299,182.0254,728,-1.4007,2.3395,0.087,0.5085,90.8927,34
0.2059,8.8233,-0.3805,0.1662,0.8691,-0.3804,-0.3043,19291,189.7405,1520,1.5191,1.351,0.1667,0.6878,33.4151,85
